DomainName,Cluster
db-snapbus.de,Regio Bus
db-snapbus.de,Regio Bus
dbsnpabus.com,Regio Bus
dbsnpabus.com,Regio Bus
db-solutions.eu,Sonstige
dbstreckenagent.de,Regio Schiene
db-streckenagent.de,Regio Schiene
db-sverige.se,VT-Plattform (passiv)
db-swiss.ch,Sonstige
dbt4u.de,Sonstige
dbtelefonbuch.de,Sonstige
db-ticket.com,P.DL
dbtouristik.de,P.DL
db-touristik.de,P.DL
dbtrain.co.uk,Sonstige
dbtrains.co.uk,Sonstige
dbtravel.de,Sonstige
dbuk.co.uk,Sonstige
db-uk.co.uk,VT-Plattform (passiv)
dbumweltfahrplan.de,VT-Plattform (passiv)
db-umweltfahrplan.de,VT-Plattform (passiv)
dbvertrieb.com,DB Vertrieb
db-vertrieb.com,DB Vertrieb
dbvertrieb.info,DB Vertrieb
db-vertrieb.info,DB Vertrieb
dbvertrieb.net,DB Vertrieb
db-vertrieb.net,DB Vertrieb
dbvertrieb.org,DB Vertrieb
db-vertrieb.org,DB Vertrieb
dbzugbus.biz,Regio Bus
db-zugbus.biz,Regio Bus
db-zug-bus.biz,Regio Bus
dbzugbus.de,Regio Bus
db-zugbus.de,Regio Bus
db-zug-bus.de,Regio Bus
dbzugbus.eu,Regio Bus
db-zugbus.eu,Regio Bus
dbzugbus.info,Regio Bus
db-zugbus.info,Regio Bus
db-zug-bus.info,Regio Bus
dcmedien.de,Sonstige
dc-medien.de,Sonstige
deiner-ticket.de,Sonstige
dergeithainer.de,Regio Schiene
der-geithainer.de,Regio Schiene
dergeitheiner.de,Regio Schiene
der-geitheiner.de,Regio Schiene
design-bahn.de,Sonstige
deutschebahn.ch,Sonstige
deutsche-bahn.co.uk,Sonstige
deutschebahn.it,Sonstige
deutschebahn-agentur.de,P.DL
deutsche-bahn-agentur.de,P.DL
deutsche-bahn-db.de,Sonstige
deutschebahndb.info,Sonstige
deutsche-bahn-db.info,Sonstige
deutschebahn-direkt.de,VT-Plattform (passiv)
deutsche-bahn-direkt.de,VT-Plattform (passiv)
deutschebahn-partner.de,P.DL
deutsche-bahn-partner.de,P.DL
deutschebahn-preise.de,Sonstige
deutsche-bahn-preise.de,Sonstige
deutschecitymedien.de,Sonstige
deutschecity-medien.de,Sonstige
deutsche-citymedien.de,Sonstige
deutsche-city-medien.de,Sonstige
deutschlandjobticket.de,DB Vertrieb
deutschland-jobticket.de,DB Vertrieb
deutschlandticket-jobticket.de,DB Vertrieb
diebahn.biz,Sonstige
die-bahn.biz,Sonstige
diebahn.com,Sonstige
die-bahn.com,Sonstige
diebahn.de,Sonstige
die-bahn.de,Sonstige
diebahn.eu,Sonstige
die-bahn.eu,Sonstige
diebahn.info,Sonstige
die-bahn.info,Sonstige
diebahn.net,Sonstige
die-bahn.net,Sonstige
die-bahn-ag.de,Sonstige
die-bahn-baut-fuer-baden-wuerttemberg.de,Sonstige
die-bahncard.biz,Fernverkehr
die-bahncard.com,Fernverkehr
die-bahncard.de,Fernverkehr
die-bahncard.info,Fernverkehr
die-bahncard.net,Fernverkehr
die-bahncard.org,Fernverkehr
diebahndb.biz,Sonstige
diebahndb.de,Sonstige
diebahndb.eu,Sonstige
diebahndb.info,Sonstige
die-bahn-db.info,Sonstige
die-bahn-kommt.de,Sonstige
diebahnmachtmobil.de,Sonstige
die-bahn-macht-mobil.de,Sonstige
diebahnmachtmobil.eu,Sonstige
die-bahn-macht-mobil.eu,Sonstige
die-bembel.de,Regio Schiene
dithmarschenbus.de,Regio Bus
dlandticket.de,DB Vertrieb
donauisarexpress.de,Regio Schiene
donau-isar-express.de,Regio Schiene
donau-sprinter.de,Regio Schiene
driversity.de,P.DL
drivesity.de,P.DL
d-zug.de,Fernverkehr
d-zug.eu,Fernverkehr
eco-train.de,Regio Schiene
eco-transit.de,Sonstige
ecreisen.biz,Fernverkehr
ec-reisen.biz,Fernverkehr
ecreisen.com,Fernverkehr
ecreisen.de,Fernverkehr
ecreisen.info,Fernverkehr
ec-reisen.info,Fernverkehr
ecreisen.net,Fernverkehr
ecreisen.org,Fernverkehr
ec-reisen.org,Fernverkehr
einkauf-bahn.de,Sonstige
elbebahn.biz,Regio Schiene
elbebahn.com,Regio Schiene
elbebahn.de,Regio Schiene
elbebahn.info,Regio Schiene
elbebahn.net,Regio Schiene
elbebahn.org,Regio Schiene
elbe-sprinter.de,Regio Schiene
emsexpress.de,Regio Schiene
ems-express.de,Regio Schiene
energiq.com,Sonstige
energiq.de,Sonstige
e-rail.de,Sonstige
erdbeershuttle.de,Regio Bus
erdgaslok.de,Sonstige
ertms.de,Sonstige
erzgebirgsbahn.de,Regio Schiene
eslots.de,Sonstige
e-slots.de,Sonstige
eurocity.de,Fernverkehr
euro-city.de,Fernverkehr
eurocity.eu,Fernverkehr
eurocityreisen.biz,Fernverkehr
eurocity-reisen.biz,Fernverkehr
eurocityreisen.com,Fernverkehr
eurocity-reisen.com,Fernverkehr
eurocityreisen.de,Fernverkehr
eurocity-reisen.de,Fernverkehr
eurocityreisen.info,Fernverkehr
eurocity-reisen.info,Fernverkehr
eurocityreisen.net,Fernverkehr
eurocity-reisen.net,Fernverkehr
eurocityreisen.org,Fernverkehr
eurocity-reisen.org,Fernverkehr
euroice.co.uk,Fernverkehr
europa-spezial.eu,Fernverkehr
europeonice.co.uk,Fernverkehr
europe-on-ice.co.uk,Fernverkehr
europe-on-ice.com,Fernverkehr
exposcout.com,Sonstige
exposcout.de,Sonstige
expo-scout.de,Sonstige
fahrgastrechte.eu,Fernverkehr
fahrkartenbuchung.de,VT-Plattform (passiv)
fahrkartenshop2-bahn.de,VT-Plattform (passiv)
fahrplanauskunft.de,VT-Plattform (passiv)
fahrplan-information.de,VT-Plattform (passiv)
fahrplanuebersicht.de,VT-Plattform (passiv)
fahrplan-uebersicht.de,VT-Plattform (passiv)
fahrtzielnatur.biz,Fernverkehr
fahrtziel-natur.biz,Fernverkehr
fahrtzielnatur.ch,Fernverkehr
fahrtziel-natur.ch,Fernverkehr
fahrtzielnatur.com,Fernverkehr
fahrtziel-natur.com,Fernverkehr
fahrtziel-natur.de,Fernverkehr
fahrtzielnatur.info,Fernverkehr
fahrtziel-natur.info,Fernverkehr
fahrtzielnatur.net,Fernverkehr
fahrtziel-natur.net,Fernverkehr
fahrtzielnatur.org,Fernverkehr
fahrtziel-natur.org,Fernverkehr
fahrzielnatur.biz,Fernverkehr
fahrziel-natur.biz,Fernverkehr
fahrzielnatur.ch,Fernverkehr
fahrziel-natur.ch,Fernverkehr
fahrzielnatur.com,Fernverkehr
fahrziel-natur.com,Fernverkehr
fahrziel-natur.de,Fernverkehr
fahrzielnatur.info,Fernverkehr
fahrziel-natur.info,Fernverkehr
fahrzielnatur.net,Fernverkehr
fahrziel-natur.net,Fernverkehr
fahrzielnatur.org,Fernverkehr
fahrziel-natur.org,Fernverkehr
ferienticketbayern.de,Regio Schiene
ferienticket-bayern.de,Regio Schiene
ferroviatedesca.com,Fernverkehr
ferrovia-tedesca.com,Fernverkehr
ferroviatedesca-italia.it,Fernverkehr
ferrovietedesche-italia.it,Fernverkehr
filzenexpress.de,Regio Schiene
firmendeutschlandticket.de,DB Vertrieb
floehatal-bahn.de,Regio Schiene
flughafen-sprinter.de,Sonstige
flughafen-sprinter.eu,Sonstige
flug-ticket.com,Sonstige
flug-ticket.net,Sonstige
forumbahnhof.de,Sonstige
frankenbahn.info,Regio Schiene
frankenexpress.info,Regio Schiene
franken-express.info,Regio Schiene
frankensachsenexpress.de,Regio Schiene
franken-sachsen-express.de,Regio Schiene
franken-thueringen-express.de,Regio Schiene
frankfurtonice.co.uk,Fernverkehr
frankfurt-on-ice.co.uk,Fernverkehr
frankfurtonice.com,Fernverkehr
frankfurt-on-ice.com,Fernverkehr
freefloat.de,Sonstige
freefloat-rail.com,Sonstige
freefloat-rail.de,Sonstige
freizeitbusborken.de,Regio Bus
freizeitbus-f2.de,Regio Bus
freizeitbus-f3.de,Regio Bus
friedorado.de,Sonstige
fuggerbahn.de,Regio Schiene
fugger-bahn.de,Regio Schiene
fuggerexpress.de,Regio Schiene
fugger-express.de,Regio Schiene
funtrain.de,Sonstige
gaeubodenbahn.de,Regio Schiene
garmischerskiticket.de,Regio Schiene
gauebodenbahn.de,Regio Schiene
geburtstagsbaeckerei.de,Sonstige
geburtstagspunkte.de,Sonstige
gepaeck-bahn.de,VT-Plattform (passiv)
gepaeckservice-bahn.de,VT-Plattform (aktiv)
germanicetrain.com,Fernverkehr
german-icetrain.com,Fernverkehr
gennan-ice-train.com,Fernverkehr
germanrail.de,Sonstige
german-railway.de,Sonstige
gennantrains.co.uk,Sonstige
gennanyonice.co.uk,Fernverkehr
germany-on-ice.co.uk,Fernverkehr
germany-on-ice.com,Fernverkehr
geschaeftsreise-service.biz,Fernverkehr
geschaeftsreise-service.ch,Fernverkehr
geschaeftsreise-service.com,Fernverkehr
geschaeftsreise-service.de,Fernverkehr
geschaeftsreise-service.eu,Fernverkehr
geschaeftsreise-service.info,Fernverkehr
geschaeftsreise-service.net,Fernverkehr
geschaeftsreise-service.org,Fernverkehr
geschenketicket.de,Fernverkehr
gueterbahnhoefe.de,Sonstige
gutenabendticket.biz,Fernverkehr
guten-abend-ticket.biz,Fernverkehr
gutenabendticket.info,Fernverkehr
guten-abend-ticket.info,Fernverkehr
gutenachtticket.biz,Fernverkehr
gute-nacht-ticket.biz,Fernverkehr
gute-nacht-ticket.eu,Fernverkehr
gutenachtticket.info,Fernverkehr
gute-nacht-ticket.info,Fernverkehr
haardachse.de,Regio Schiene
haard-achse.de,Regio Schiene
haardbahn.de,Regio Schiene
haardexpress.de,Regio Schiene
handyticket-avv.de,DB Vertrieb
handyticket-hvv.de,DB Vertrieb
handyticket-mdv.de,DB Vertrieb
handyticket-mvv.de,DB Vertrieb
handyticket-rnw.de,DB Vertrieb
handyticket-rmv.de,DB Vertrieb
handyticket-vbb.de,DB Vertrieb
handyticket-vbn.de,DB Vertrieb
handyticket-vgm.de,DB Vertrieb
handyticket-vgn.de,DB Vertrieb
handyticket-vrm.de,DB Vertrieb
handyticket-vrn.de,DB Vertrieb
handyticket-vrr.de,DB Vertrieb
handyticket-vrs.de,DB Vertrieb
handyticket-vvo.de,DB Vertrieb
handyticket-vvs.de,DB Vertrieb
hansexpress.de,Regio Schiene
hanse-xpress.de,Regio Schiene
harzbahn.biz,Regio Schiene
harzbahn.com,Regio Schiene
harzbahn.net,Regio Schiene
harzbahn.org,Regio Schiene
harzerregionalbahn.biz,Regio Schiene
harzer-regionalbahn.biz,Regio Schiene
harzerregionalbahn.com,Regio Schiene
harzer-regionalbahn.com,Regio Schiene
harzerregionalbahn.de,Regio Schiene
harzer-regionalbahn.de,Regio Schiene
harzerregionalbahn.info,Regio Schiene
harzer-regionalbahn.info,Regio Schiene
harzerregionalbahn.net,Regio Schiene
harzer-regionalbahn.net,Regio Schiene
harzerregionalbahn.org,Regio Schiene
harzer-regionalbahn.org,Regio Schiene
harznetzeisenbahn.biz,Regio Schiene
harznetz-eisenbahn.biz,Regio Schiene
harznetzeisenbahn.com,Regio Schiene
harznetz-eisenbahn.com,Regio Schiene
harznetzeisenbahn.de,Regio Schiene
harznetz-eisenbahn.de,Regio Schiene
harznetzeisenbahn.info,Regio Schiene
harznetz-eisenbahn.info,Regio Schiene
harznetzeisenbahn.net,Regio Schiene
harznetz-eisenbahn.net,Regio Schiene
harznetzeisenbahn.org,Regio Schiene
harznetz-eisenbahn.org,Regio Schiene
heiderstadtverkehr.de,Regio Bus
hellwegnetz.com,Regio Schiene
hellweg-netz.com,Regio Schiene
hellweg-netz.de,Regio Schiene
hellwegnetz.info,Regio Schiene
heltweg-netz.info,Regio Schiene
hellwegnetz.net,Regio Schiene
hellweg-netz.net,Regio Schiene
highspeed-rail.co.uk,Fernverkehr
hinterland-traffic.de,Sonstige
holland-by-rail.co.uk,Fernverkehr
hollandonice.co.uk,Fernverkehr
holland-on-ice.co.uk,Fernverkehr
hollandonice.com,Fernverkehr
holland-on-ice.com,Fernverkehr
hollandrail.co.uk,Sonstige
hopper-ticket.de,Regio Schiene
hopperticket.eu,Regio Schiene
hotelangebote-bahn.de,P.DL
hvv-handyticket.de,DB Vertrieb
icbus.be,Fernverkehr
ic-bus.be,Fernverkehr
icbus.ch,Fernverkehr
ic-bus.ch,Fernverkehr
icbus.co.uk,Fernverkehr
ic-bus.co.uk,Fernverkehr
icbus.de,Fernverkehr
ic-bus.de,Fernverkehr
icbus.es,Fernverkehr
ic-bus.es,Fernverkehr
icbus.eu,Fernverkehr
ic-bus.eu,Fernverkehr
icbus.fr,Fernverkehr
ic-bus.fr,Fernverkehr
icbus.it,Fernverkehr
ic-bus.it,Fernverkehr
icbus.nl,Fernverkehr
ic-bus.nl,Fernverkehr
icbus.se,Fernverkehr
ic-bus.se,Fernverkehr
ice.de,Fernverkehr
ice-3.de,Fernverkehr
ice-abstellanlage.de,Fernverkehr
ice-abstellanlage-hamburg.de,Fernverkehr
ice-abstellanlagen.de,Fernverkehr
ice-abstellanlagen-hamburg.de,Fernverkehr
ice-abstellungen.de,Fernverkehr
ice-abstellungen-hamburg.de,Fernverkehr
icedb.co.uk,Fernverkehr
iceeurope.co.uk,Fernverkehr
ice-europe.co.uk,Fernverkehr
ice-info.de,Fernverkehr
iceinternational.de,Fernverkehr
ice-international.de,Fernverkehr
iceinternational.eu,Fernverkehr
ice-international.eu,Fernverkehr
icereisen.biz,Fernverkehr
ice-reisen.biz,Fernverkehr
icereisen.com,Fernverkehr
ice-reisen.com,Fernverkehr
icereisen.de,Fernverkehr
ice-reisen.de,Fernverkehr
icereisen.info,Fernverkehr
ice-reisen.info,Fernverkehr
icereisen.net,Fernverkehr
ice-reisen.net,Fernverkehr
icereisen.org,Fernverkehr
ice-reisen.org,Fernverkehr
icesprinter.biz,Fernverkehr
ice-sprinter.biz,Fernverkehr
icesprinter.de,Fernverkehr
ice-sprinter.de,Fernverkehr
ice-sprinter.eu,Fernverkehr
icesprinter.info,Fernverkehr
ice-sprinter.info,Fernverkehr
icestrecke.de,Fernverkehr
ice-t.eu,Fernverkehr
ice-td.eu,Fernverkehr
icetrain.co.uk,Fernverkehr
ice-train.co.uk,Fernverkehr
ice-train.com,Fernverkehr
iceurope.co.uk,Fernverkehr
ice-werk-2030plus.de,Fernverkehr
ice-werk-2030plus-bb.de,Fernverkehr
ice-werk-bb.de,Fernverkehr
ice-werk-berlin-brandenburg.de,Fernverkehr
ic-hotel.de,Fernverkehr
ic-kurierdienst.biz,Fernverkehr
ic-kurierdienst.de,Fernverkehr
ickurierdienst.eu,Fernverkehr
ic-kurierdienst.info,Fernverkehr
icreisen.biz,Fernverkehr
ic-reisen.biz,Fernverkehr
icreisen.com,Fernverkehr
ic-reisen.com,Fernverkehr
icreisen.de,Fernverkehr
ic-reisen.de,Fernverkehr
icreisen.info,Fernverkehr
ic-reisen.info,Fernverkehr
icreisen.net,Fernverkehr
ic-reisen.net,Fernverkehr
icreisen.org,Fernverkehr
ic-reisen.org,Fernverkehr
icx.eu,Fernverkehr
id-bahn.de,VT-Plattform (passiv)
img-bahn.de,VT-Plattform (passiv)
img-bahn-bd.de,VT-Plattform (passiv)
img-bahn-tat.de,VT-Plattform (aktiv)
im-ice.com,Fernverkehr
imice.de,Fernverkehr
im-ice.de,Fernverkehr
im-ice.info,Fernverkehr
imice.net,Fernverkehr
im-ice.net,Fernverkehr
im-ice.org,Fernverkehr
imogdiesob.de,Regio Schiene
inforailway.de,Sonstige
inforiese.de,Sonstige
inforiesen.de,Sonstige
innsalzachbahn.de,Regio Schiene
inn-salzach-bahn.de,Regio Schiene
inntalbahn.de,Regio Schiene
inntal-bahn.de,Regio Schiene
int-bahn.de,VT-Plattform (passiv)
intercity.de,Fernverkehr
intercity.eu,Fernverkehr
intercity.info,Fernverkehr
intercitybus.be,Fernverkehr
intercitybus.ch,Fernverkehr
intercitybus.co.uk,Fernverkehr
intercitybus.es,Fernverkehr
intercitybus.fr,Fernverkehr
intercitybus.it,Fernverkehr
intercitybus.nl,Fernverkehr
intercitybus.se,Fernverkehr
intercityexpress.biz,Fernverkehr
intercity-express.co.uk,Fernverkehr
intercityexpress.de,Fernverkehr
intercityexpress.eu,Fernverkehr
intercityexpress.info,Fernverkehr
intercityexpressreisen.biz,Fernverkehr
intercityexpress-reisen.biz,Fernverkehr
intercityexpressreisen.com,Fernverkehr
intercityexpress-reisen.com,Fernverkehr
intercityexpressreisen.de,Fernverkehr
intercityexpress-reisen.de,Fernverkehr
intercityexpressreisen.info,Fernverkehr
intercityexpress-reisen.info,Fernverkehr
intercityexpressreisen.net,Fernverkehr
intercityexpress-reisen.net,Fernverkehr
intercityexpressreisen.org,Fernverkehr
intercityexpress-reisen.org,Fernverkehr
intercityline.eu,Fernverkehr
intercitymagazin.de,Fernverkehr
intercitynetz.de,Fernverkehr
intercitynight.biz,Fernverkehr
intercitynight.de,Fernverkehr
intercitynighteu,Fernverkehr
intercitynight.info,Fernverkehr
intercityreisen.biz,Fernverkehr
intercity-reisen.biz,Fernverkehr
intercityreisen.com,Fernverkehr
intercity-reisen.com,Fernverkehr
intercityreisen.de,Fernverkehr
intercity-reisen.de,Fernverkehr
intercityreisen.info,Fernverkehr
intercity-reisen.info,Fernverkehr
intercityreisen.net,Fernverkehr
intercity-reisen.net,Fernverkehr
intercityreisen.org,Fernverkehr
intercity-reisen.org,Fernverkehr
intercity-shop.de,Fernverkehr
intermodal-traffic.de,Sonstige
international-bahn.de,VT-Plattform (aktiv)
internightline.biz,Fernverkehr
internightline.de,Fernverkehr
internightiine.eu,Fernverkehr
internightline.info,Fernverkehr
interrail.de,P.DL
interregio.de,Regio Schiene
interregio.eu,Regio Schiene
interregioexpress.biz,Regio Schiene
inter-regio-express.biz,Regio Schiene
interregioexpress.de,Regio Schiene
inter-regio-express.de,Regio Schiene
interregioexpress.eu,Regio Schiene
interregioexpress.info,Regio Schiene
inter-regio-express.info,Regio Schiene
isarinntalexpress.de,Regio Schiene
isar-inntal-express.de,Regio Schiene
isarsalzachexpress.de,Regio Schiene
isar-sprinter.de,Regio Schiene
jazz-express.de,Fernverkehr
jobticketdeutschland.de,DB Vertrieb
kielius.de,Regio Bus
kielius-flughafenbus.de,Regio Bus
kinderkostenlos.biz,Fernverkehr
kinder-kostenlos.biz,Fernverkehr
kinderkostenlos.ch,Fernverkehr
kinder-kostenlos.ch,Fernverkehr
kinderkostenlos.com,Fernverkehr
kinder-kostenlos.com,Fernverkehr
kinderkostenlos.de,Fernverkehr
kinder-kostenlos.de,Fernverkehr
kinderkostenlos.info,Fernverkehr
kinder-kostenlos.info,Fernverkehr
kinderkostenlos.net,Fernverkehr
kinder-kostenlos.net,Fernverkehr
kinderkostenlos.org,Fernverkehr
kinder-kostenlos.org,Fernverkehr
klasse-unterwegs.de,P.DL
klima-bahn.de,VT-Plattform (passiv)
klimatcket.de,DB Vertrieb
klimaticketbahn.de,VT-Plattform (passiv)
klimaticketbahn.de,VT-Plattform (passiv)
klimaticket-bahn.de,VT-Plattform (passiv)
kneipp-lechfeld-bahn.de,Regio Schiene
kultur-bahn.de,Sonstige
kulturbahnhof.de,Sonstige
kulturimbahnhof.de,Sonstige
kultur-im-bahnhof.de,Sonstige
kultur-und-bahn.de,Sonstige
kundencenter-donau-isar-express.de,Regio Schiene
kurhessenbahn.de,Regio Schiene
kurhessen-bahn.de,Regio Schiene
kursbuch.de,Sonstige
kvportal.com,Sonstige
kv-portal.com,Sonstige
kvportal.net,Sonstige
kv-portal.net,Sonstige
kv-ubf.de,Sonstige
lahn-eifel-bahn.de,Regio Schiene
leipzigerbahn.biz,Regio Schiene
leipziger-bahn.biz,Regio Schiene
leipzigerbahn.com,Regio Schiene
leipziger-bahn.com,Regio Schiene
leipzigerbahn.de,Regio Schiene
leipziger-bahn.de,Regio Schiene
leipzigerbahn.info,Regio Schiene
leipziger-bahn.info,Regio Schiene
leipzigerbahn.net,Regio Schiene
leipziger-bahn.net,Regio Schiene
leipzigerbahn.org,Regio Schiene
leipziger-bahn.org,Regio Schiene
letrain.net,Sonstige
le-train.net,Sonstige
lilleonice.co.uk,Fernverkehr
lille-on-ice.co.uk,Fernverkehr
lilleonice.com,Fernverkehr
lille-on-ice.com,Fernverkehr
liniensternmuehldorf.de,Regio Schiene
linienstern-muehldorf.de,Regio Schiene
literatourbahnhof.de,Sonstige
literaturbahnhof.de,Sonstige
lokin-app.com,P.DL
lutherticket.de,Regio Schiene
luther-ticket.de,Regio Schiene
mach-nicht-alles-kaputt.de,Sonstige
mainfranken-bahn.de,Regio Schiene
mainfrankenexpress.de,Regio Schiene
mainfranken-express.de,Regio Schiene
main-sprinter.de,Regio Schiene
maps-bahn.de,VT-Plattform (passiv)
marego-ots.de,DB Vertrieb
mcontent-bahn.de,P.DL
mdv-handyticket.de,DB Vertrieb
mdv-hopperticket.de,DB Vertrieb
mdv-hopper-ticket.de,DB Vertrieb
megliointreno.it,Fernverkehr
mehrzeitfuerwesentiiches.de,Fernverkehr
meinebahn.de,VT-Plattform (passiv)
mein-sitzplatz.de,VT-Plattform (passiv)
mein-sitzplatz-regio.de,Regio Schiene
meinstreckenagent.de,Regio Schiene
mein-streckenagentde,Regio Schiene
mercado-ferrocarril.com,Fernverkehr
met.de,Fernverkehr
metropolitan.info,Fernverkehr
metropolitan-express-train.de,Fernverkehr
mitfahrersparpreis.com,Fernverkehr
mitfahrer-sparpreis.com,Fernverkehr
mitfahrersparpreis.de,Fernverkehr
mitfahrer-sparpreis.de,Fernverkehr
mitfahrersparpreis.eu,Fernverkehr
mitfahrer-sparpreis.eu,Fernverkehr
mitfahre rsparpreis.info,Fernverkehr
mitfahrer-sparpreis.info,Fernverkehr
mitfahrersparpreis.net,Fernverkehr
mitfahrer-sparpreis.net,Fernverkehr
mitfahrersparpreis.org,Fernverkehr
mitfahrer-sparpreis.org,Fernverkehr
mitropa.biz,Fernverkehr
mitropa.fr,Fernverkehr
mitropa.info,Fernverkehr
mitropa.net,Fernverkehr
mitropa.org,Fernverkehr
mitteldeutschlandverbindung.biz,Regio Schiene
mittel-deutschland-verbindung.biz,Regio Schiene
mitteldeutschlandverbindung.com,Regio Schiene
mittel-deutschland-verbindung.com,Regio Schiene
mitteldeutschlandverbindung.de,Regio Schiene
mittel-deutschland-verbindung.de,Regio Schiene
mitteldeutschlandverbindung.info,Regio Schiene
mittel-deutschland-verbindung.info,Regio Schiene
mitteldeutschlandverbindung.net,Regio Schiene
mittel-deutschland-verbindung.net,Regio Schiene
mitteldeutschlandverbindung.org,Regio Schiene
mittel-deutschland-verbindung.org,Regio Schiene
mittelrheinbahn.biz,Regio Schiene
mittelrhein-bahn.biz,Regio Schiene
mittel-rheinbahn.biz,Regio Schiene
mittel-rhein-bahn.biz,Regio Schiene
mittelrheinbahn.com,Regio Schiene
mittelrhein-bahn.com,Regio Schiene
mittel-rheinbahn.com,Regio Schiene
mittel-rhein-bahn.com,Regio Schiene
mittel-rheinbahn.de,Regio Schiene
mittelrheinbahn.info,Regio Schiene
mittelrhein-bahn.info,Regio Schiene
mittel-rheinbahn.info,Regio Schiene
mittel-rhein-bahn.info,Regio Schiene
mittelrheinbahn.net,Regio Schiene
mittelrhein-bahn.net,Regio Schiene
mittel-rheinbahn.net,Regio Schiene
mittel-rhein-bahn.net,Regio Schiene
mittelrheinbahn.org,Regio Schiene
mittelrhein-bahn.org,Regio Schiene
mittel-rheinbahn.org,Regio Schiene
mittel-rhein-bahn.org,Regio Schiene
mobileservices-bahn.de,VT-Plattform (passiv)
mobilitaetscard.biz,Fernverkehr
mobilitaets-card.biz,Fernverkehr
mobilitaetscard.com,Fernverkehr
mobilitaets-card.com,Fernverkehr
mobilitaetscard.de,Fernverkehr
mobilitaets-card.de,Fernverkehr
mobilitaetscard.info,Fernverkehr
mobilitaets-card.info,Fernverkehr
mobilitaetscard.net,Fernverkehr
mobilitaets-card.net,Fernverkehr
mobilitaetscard.org,Fernverkehr
mobilitaets-card.org,Fernverkehr
mobilitaetskarte.biz,Fernverkehr
mobilitaets-karte.biz,Fernverkehr
mobilitaetskarte.com,Fernverkehr
mobilitaets-karte.com,Fernverkehr
mobilitaetskarte.info,Fernverkehr
mobilitaets-karte.info,Fernverkehr
mobilitaetskarte.net,Fernverkehr
mobilitaets-karte.net,Fernverkehr
mobilitaetskarte.org,Fernverkehr
mobilitaets-karte.org,Fernverkehr
mobility.info,Sonstige
moseltalbahn.de,Regio Schiene
moseltal-bahn.de,Regio Schiene
mueglitzbahn.biz,Regio Schiene
mueglitzbahn.com,Regio Schiene
mueglitzbahn.de,Regio Schiene
mueglitzbahn.info,Regio Schiene
mueglitzbahn.net,Regio Schiene
mueglitzbahn.org,Regio Schiene
muehldorferlinienstern.de,Regio Schiene
muehldorfer-linienstern.de,Regio Schiene
muehldorferstern.de,Regio Schiene
muehldorfer-stern.de,Regio Schiene
muenchennuernbergexpress.de,Regio Schiene
muenchen-nuernberg-express.de,Regio Schiene
muenchen-onlineticket.de,DB Vertrieb
muenchen-salzburg-express.de,Regio Schiene
muenchenulmexpress.de,Regio Schiene
muenchen-ulm-express.de,Regio Schiene
my-bahn.com,VT-Plattform (passiv)
my-bahn.de,VT-Plattform (passiv)
mydbt.de,Sonstige
nachtzugreise.biz,Fernverkehr
nachtzugreise.eu,Fernverkehr
nachtzugreise.it,Fernverkehr
nachtzugreise.mobi,Fernverkehr
nachtzugreise.org,Fernverkehr
netherlands-by-rail.co.uk,Fernverkehr
netherlandsonice.co.uk,Fernverkehr
netherlands-on-ice.co.uk,Fernverkehr
netherlandsonice.com,Fernverkehr
netherlands-on-ice.com,Fernverkehr
netherlandsrail.co.uk,Fernverkehr
netsourcing-db.com,Sonstige
netsourcing-db.de,Sonstige
netzcard.biz,Sonstige
netz-card.biz,Sonstige
netzcard.de,Sonstige
netz-card.de,Sonstige
netzcard.eu,Sonstige
netzcard.info,Sonstige
netz-card.info,Sonstige
netz-westliches-muensterland.de,Regio Schiene
netz-westliches-muensterland.eu,Regio Schiene
new-comfort.de,Fernverkehr
newcomfort.eu,Fernverkehr
next-bahn.de,VT-Plattform (passiv)
nordthueringenbahn.de,Regio Schiene
nordthueringen-bahn.de,Regio Schiene
nrway.de,Regio Bus
nrw-handyticket.de,DB Vertrieb
nrwtarif.biz,Regio Schiene
nrw-tarif.biz,Regio Schiene
nrwtarif.com,Regio Schiene
nrw-tarif.com,Regio Schiene
nrwtarif.de,Regio Schiene
nrw-tarif.de,Regio Schiene
nrwtarif.info,Regio Schiene
nrw-tarif.info,Regio Schiene
nrwtarif.net,Regio Schiene
nrw-tarif.net,Regio Schiene
nrwtarif.org,Regio Schiene
nrw-tarif.org,Regio Schiene
obenweissbacherbergbahn.com,Regio Schiene
obenweissbacherbergbahn.de,Regio Schiene
obenweissbacher-bergbahn.de,Regio Schiene
oberweissbacherbergbahn.info,Regio Schiene
oberweissbacherbergbahn.net,Regio Schiene
oberweissbacherbergundschwarzatalbahn.eu,Regio Schiene
oberweissbacher-berg-und-schwarzatalbahn.eu,Regio Schiene
obt.de,P.DL
onlinebusinesstravel.biz,P.DL
online-businesstravel.biz,P.DL
online-business-travel.biz,P.DL
online-businesstravel.com,P.DL
online-business-travel.com,P.DL
onlinebusinesstravel.de,P.DL
online-businesstravel.de,P.DL
online-business-travel.de,P.DL
onlinebusinesstravel.eu,P.DL
online-businesstravel.eu,P.DL
online-business-travel.eu,P.DL
onlinebusinesstravel.info,P.DL
online-businesstravel.info,P.DL
online-business-travel.info,P.DL
onlinebusinesstravel.net,P.DL
online-businesstravel.net,P.DL
online-business-travel.net,P.DL
onlinebusinesstravel.org,P.DL
online-businesstravel.org,P.DL
online-business-travel.org,P.DL
